,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Month,DayOfMonth,Time
342,Tuesday,FINCH,MUPAA,0,0,N,YU,5576,Jan,10,1290
343,Tuesday,COXWELL,MUIRS,0,0,W,BD,0,Jan,10,1326
344,Tuesday,PIONEER VILLAGE,MUPAA,3,8,N,YU,5381,Jan,10,1393
345,Tuesday,KEELE,EUDO,4,8,E,BD,5084,Jan,10,24
346,Tuesday,BESSARION,MUPAA,4,10,W,SHP,6141,Jan,10,1313
347,Wednesday,SCARBOROUGH CENTRE,MRUI,0,0,S,SRT,0,Jan,11,1107
348,Wednesday,EGLINTON WEST,SUAP,0,0,N,YU,5396,Jan,11,376
349,Wednesday,LAWRENCE EAST,ERTC,15,20,N,SRT,3000,Jan,11,1185
350,Wednesday,SHEPPARD WEST,EUBO,5,10,N,YU,5381,Jan,11,385
351,Wednesday,HIGHWAY 407,MUPAA,3,7,N,YU,5771,Jan,11,418
352,Wednesday,BLOOR-YONGE,SUDP,4,7,S,YU,5686,Jan,11,565
353,Wednesday,WARDEN,SUO,0,0,W,BD,5091,Jan,11,671
354,Wednesday,VICTORIA PARK,SUO,0,0,W,BD,5091,Jan,11,674
355,Wednesday,DUNDAS,PUTDN,5,8,S,YU,5396,Jan,11,684
356,Wednesday,OSGOODE,TUATC,3,6,N,YU,5396,Jan,11,699
357,Wednesday,SHEPPARD-YONGE,SUUT,21,24,S,YU,5781,Jan,11,726
358,Wednesday,HIGHWAY 407,MUPAA,7,10,S,YU,5611,Jan,11,732
359,Wednesday,SPADINA,SUO,0,0,E,BD,5159,Jan,11,771
360,Wednesday,BLOOR-YONGE,SUDP,0,0,S,YU,5691,Jan,11,782
361,Wednesday,BLOOR-YONGE,MUIS,0,0,E,BD,0,Jan,11,840
362,Wednesday,ISLINGTON,SUUT,16,19,W,BD,5178,Jan,11,868
363,Wednesday,EGLINTON,SUDP,0,0,S,YU,5856,Jan,11,887
364,Wednesday,DUPONT,TUOS,9,12,N,YU,5686,Jan,11,917
365,Wednesday,DOWNSVIEW PARK,MUATC,5,8,S,YU,5681,Jan,11,971
366,Wednesday,BATHURST,SUUT,4,7,E,BD,5103,Jan,11,979
367,Wednesday,BAY,SUDP,3,6,W,BD,5112,Jan,11,997
368,Wednesday,BROADVIEW,SUDP,3,6,E,BD,5129,Jan,11,1008
369,Wednesday,OSSINGTON,SUDP,6,9,W,BD,5065,Jan,11,1010
370,Wednesday,OSSINGTON,TUCC,10,13,E,BD,5046,Jan,11,1011
371,Wednesday,VAUGHAN,MUPAA,0,0,S,YU,5876,Jan,11,1015
372,Wednesday,WILSON,EUYRD,3,6,S,YU,5826,Jan,11,1016
373,Wednesday,DOWNSVIEW PARK,MUATC,0,0,S,YU,5891,Jan,11,1017
374,Wednesday,DAVISVILLE,EUO,6,10,S,YU,5906,Jan,11,1061
375,Wednesday,QUEEN,MUPAA,7,10,S,YU,5436,Jan,11,1102
376,Wednesday,EGLINTON,EUNT,3,6,S,YU,5821,Jan,11,1118
377,Wednesday,EGLINTON,MUPAA,0,0,N,YU,5591,Jan,11,1216
378,Wednesday,EGLINTON,MUIRS,0,0,N,YU,5671,Jan,11,1222
379,Wednesday,DUNDAS,SUDP,5,10,N,YU,5391,Jan,11,1283
380,Wednesday,WARDEN,MUIR,8,12,W,BD,5256,Jan,11,1430
381,Wednesday,ROYAL YORK,SUUT,55,59,W,BD,5360,Jan,11,65
382,Wednesday,YORKDALE,EUDO,18,23,N,YU,5621,Jan,11,85
383,Wednesday,DON MILLS,PUOPO,5,10,W,SHP,6171,Jan,11,1039
384,Thursday,VAUGHAN,PUOPO,0,0,S,YU,5556,Jan,12,350
385,Thursday,MCCOWAN,MRTO,7,12,S,SRT,3004,Jan,12,487
386,Thursday,JANE,MUPAA,4,9,W,BD,5203,Jan,12,375
387,Thursday,ST. CLAIR WEST,SUAE,0,0,S,YU,5756,Jan,12,496
388,Thursday,KENNEDY,SRDP,0,0,S,SRT,3007,Jan,12,1014
389,Thursday,KEELE,SUUT,21,24,W,BD,5161,Jan,12,524
390,Thursday,DUNDAS WEST,SUO,0,0,W,BD,5255,Jan,12,604
391,Thursday,JANE,SUUT,3,6,E,BD,5042,Jan,12,719
392,Thursday,ST. GEORGE,SUDP,4,7,N,YU,5886,Jan,12,725
393,Thursday,ST. ANDREW,SUO,0,0,N,YU,0,Jan,12,753
394,Thursday,WILSON,MUIE,3,6,N,YU,6046,Jan,12,784
395,Thursday,WARDEN,SUDP,3,6,E,BD,5304,Jan,12,851
396,Thursday,CHRISTIE,SUDP,0,0,E,BD,0,Jan,12,872
397,Thursday,WOODBINE,SUDP,5,8,W,BD,5006,Jan,12,887
398,Thursday,BATHURST,MUIRS,0,0,E,BD,0,Jan,12,895
399,Thursday,BLOOR-YONGE,MUIS,0,0,S,YU,0,Jan,12,926
400,Thursday,WELLESLEY,SUDP,31,34,S,YU,5586,Jan,12,945
401,Thursday,KENNEDY,SUDP,8,11,E,BD,5168,Jan,12,948
402,Thursday,BLOOR-YONGE,MUPAA,0,0,W,BD,5070,Jan,12,982
403,Thursday,QUEEN,MUNCA,0,0,S,YU,0,Jan,12,1020
404,Thursday,ST. CLAIR,SUDP,8,11,S,YU,5886,Jan,12,1029
405,Thursday,BAY,SUAP,7,10,E,BD,5248,Jan,12,1041
406,Thursday,BLOOR-YONGE,MUPAA,3,6,S,YU,5976,Jan,12,1054
407,Thursday,BAY,SUDP,4,7,W,BD,5067,Jan,12,1057
408,Thursday,ROYAL YORK,EUNT,10,13,W,BD,5228,Jan,12,1058
409,Thursday,ST. CLAIR,SUAP,0,0,N,YU,5471,Jan,12,1069
410,Thursday,DAVISVILLE,SUDP,0,0,N,YU,0,Jan,12,1074
411,Thursday,COLLEGE,MUO,3,6,N,YU,5826,Jan,12,1090
412,Thursday,CHESTER,TUMVS,5,8,E,BD,5278,Jan,12,1093
413,Thursday,PIONEER VILLAGE,MUPAA,0,0,S,YU,5776,Jan,12,1099
414,Thursday,HIGH PARK,MUPAA,4,7,W,BD,5129,Jan,12,1135
415,Thursday,QUEEN'S PARK,SUDP,14,17,S,YU,5966,Jan,12,1225
416,Thursday,LANSDOWNE,SUDP,4,8,E,BD,5368,Jan,12,1226
417,Thursday,KENNEDY,TUO,4,8,W,BD,5366,Jan,12,1274
418,Thursday,LAWRENCE WEST,MUATC,3,6,S,YU,5776,Jan,12,1292
419,Thursday,FINCH WEST,MUIR,6,9,S,YU,5521,Jan,12,1300
420,Thursday,HIGHWAY 407,MUIRS,0,0,S,YU,5946,Jan,12,1312
421,Thursday,ROYAL YORK,MUSC,0,0,E,BD,5291,Jan,12,1329
422,Thursday,DUNDAS,SUUT,22,27,N,YU,5681,Jan,12,1333
423,Thursday,ROYAL YORK,SUDP,4,8,W,BD,5335,Jan,12,1336
424,Thursday,KING,MUSAN,8,13,N,YU,5521,Jan,12,1364
425,Thursday,WOODBINE,MUPAA,0,0,W,BD,5335,Jan,12,15
426,Thursday,SPADINA,SUUT,11,16,E,BD,5204,Jan,12,22
427,Thursday,WILSON,SUDP,0,0,S,YU,6131,Jan,12,102
428,Thursday,BAYVIEW,EUDO,8,13,E,SHP,6161,Jan,12,1255
429,Thursday,DON MILLS,TUMVS,8,13,E,SHP,6176,Jan,12,91
430,Friday,SCARBOROUGH CENTRE,ERDO,3,8,S,SRT,3018,Jan,13,361
431,Friday,DUNDAS WEST,TUOS,0,0,W,BD,5329,Jan,13,366
432,Friday,MIDLAND,ERTC,5,10,S,SRT,3004,Jan,13,1030
433,Friday,VICTORIA PARK,EUSC,0,0,E,BD,5224,Jan,13,369
434,Friday,DUNDAS WEST,TUOS,0,0,W,BD,5341,Jan,13,370
435,Friday,WELLESLEY,MUATC,0,0,N,YU,5631,Jan,13,391
436,Friday,GREENWOOD,EUNT,5,8,E,BD,5025,Jan,13,428
437,Friday,KENNEDY,SUDP,5,8,E,BD,5080,Jan,13,440
438,Friday,WELLESLEY,MUATC,0,0,N,YU,5826,Jan,13,448
439,Friday,YORK MILLS,MUATC,0,0,N,YU,5621,Jan,13,455
440,Friday,GREENWOOD,EUNT,0,0,W,BD,5228,Jan,13,488
441,Friday,ST. GEORGE,MUIR,3,6,S,YU,6046,Jan,13,548
442,Friday,SHERBOURNE,MUPAA,0,0,E,BD,5122,Jan,13,591
443,Friday,DUFFERIN,SUUT,14,17,E,YU,5291,Jan,13,623
444,Friday,JANE,MUPAA,0,0,E,BD,5955,Jan,13,709
445,Friday,BATHURST,EUCD,8,11,W,BD,5228,Jan,13,733
446,Friday,ST. CLAIR WEST,MUIS,0,0,N,YU,0,Jan,13,748
447,Friday,WOODBINE,MUPR1,60,60,W,BD,5273,Jan,13,751
448,Friday,LAWRENCE WEST,MUIS,0,0,N,YU,0,Jan,13,759
449,Friday,KEELE,EUDO,3,6,E,BD,5060,Jan,13,783
450,Friday,BLOOR-YONGE,MUPAA,0,0,W,BD,5305,Jan,13,838
451,Friday,MUSEUM,SUDP,13,16,N,BD,6056,Jan,13,874
452,Friday,ST. ANDREW,MUPAA,5,9,N,YU,5896,Jan,13,889
453,Friday,ISLINGTON,MUIR,3,6,W,BD,5059,Jan,13,908
454,Friday,OLD MILL,TUMVS,0,0,W,BD,5299,Jan,13,930
455,Friday,BATHURST,MUD,3,6,W,BD,5131,Jan,13,997
456,Friday,BLOOR-YONGE,SUDP,4,6,S,YU,5501,Jan,13,1101
457,Friday,BLOOR-YONGE,SUDP,0,0,E,BD,5321,Jan,13,1102
458,Friday,FINCH,MUSAN,3,6,N,YU,5516,Jan,13,1151
459,Friday,ST. ANDREW,SUUT,0,0,N,YU,5666,Jan,13,1247
460,Friday,COLLEGE,PUOPO,0,0,N,YU,5531,Jan,13,1253
461,Friday,WELLESLEY,SUDP,5,10,S,YU,5526,Jan,13,1333
462,Friday,DOWNSVIEW PARK,SUUT,20,25,S,YU,5871,Jan,13,6
463,Friday,BAY,SUO,0,0,W,BD,5341,Jan,13,52
464,Friday,ST. GEORGE,MUIR,8,13,S,YU,5381,Jan,13,63
465,Friday,BAYVIEW,PUOPO,3,8,E,SHP,6181,Jan,13,1139
466,Friday,BAYVIEW,TUO,3,8,E,SHP,6176,Jan,13,77
467,Saturday,MCCOWAN,ERDO,10,16,S,SRT,3011,Jan,14,547
468,Saturday,EGLINTON,MUATC,8,0,N,YU,5421,Jan,14,349
469,Saturday,KIPLING,MUDD,5,10,E,BD,5155,Jan,14,379
470,Saturday,OSGOODE,SUUT,25,31,N,YU,5876,Jan,14,487
471,Saturday,ROYAL YORK,EUSC,0,0,W,BD,5031,Jan,14,525
472,Saturday,JANE,MUPAA,0,0,W,BD,5299,Jan,14,575
473,Saturday,PIONEER VILLAGE,MUSAN,4,8,S,YU,5696,Jan,14,767
474,Saturday,ST. CLAIR,MUI,14,18,S,YU,5416,Jan,14,819
475,Saturday,MAIN STREET,EUDO,11,15,W,BD,5012,Jan,14,881
476,Saturday,BLOOR-YONGE,MUIRS,0,0,S,YU,0,Jan,14,927
477,Saturday,ROYAL YORK,EUSC,0,0,W,BD,5031,Jan,14,951
478,Saturday,DUFFERIN,SUO,0,0,E,BD,5081,Jan,14,996
479,Saturday,KENNEDY,TUO,4,8,W,BD,5031,Jan,14,1021
480,Saturday,MUSEUM,SUDP,13,17,S,YU,5991,Jan,14,1022
481,Saturday,KEELE,SUDP,0,0,W,BD,0,Jan,14,1095
482,Saturday,SUMMERHILL,PUOPO,0,0,S,YU,6051,Jan,14,1129
483,Saturday,DUFFERIN,SUDP,6,10,W,BD,5151,Jan,14,1139
484,Saturday,DUFFERIN,SUDP,0,0,W,BD,5131,Jan,14,1150
485,Saturday,DUFFERIN,TUSC,0,0,E,BD,5079,Jan,14,1154
486,Saturday,EGLINTON,SUDP,6,11,N,YU,5716,Jan,14,1166
487,Saturday,BLOOR-YONGE,SUO,0,0,N,YU,0,Jan,14,1210
488,Saturday,KEELE,SUUT,5,10,W,BD,5106,Jan,14,1250
489,Saturday,YORKDALE,SUAE,0,0,S,YU,0,Jan,14,1261
490,Saturday,WELLESLEY,PUOPO,0,0,N,YU,5946,Jan,14,1294
491,Saturday,DUNDAS,MUPAA,5,10,N,YU,5421,Jan,14,1304
492,Saturday,COXWELL,MUI,24,29,E,BD,5295,Jan,14,747
493,Sunday,SHEPPARD WEST,MUATC,0,0,N,YU,5451,Jan,15,488
494,Sunday,SPADINA,SUDP,0,0,N,YU,5591,Jan,15,501
495,Sunday,FINCH,PUOPO,0,0,S,YU,5536,Jan,15,536
496,Sunday,SHEPPARD-YONGE,PUOPO,6,12,S,YU,5536,Jan,15,540
497,Sunday,ST. GEORGE,PUTDN,5,9,W,BD,5305,Jan,15,541
498,Sunday,KENNEDY,MUIE,0,0,W,BD,5106,Jan,15,542
499,Sunday,SPADINA,MUIR,7,11,S,YU,5923,Jan,15,688
500,Sunday,BAY,SUDP,14,18,E,BD,5161,Jan,15,699
501,Sunday,SPADINA,SUEAS,9,13,S,YU,5501,Jan,15,737
502,Sunday,ST. ANDREW,SUDP,0,0,N,YU,0,Jan,15,798
503,Sunday,DOWNSVIEW PARK,PUOPO,4,8,S,YU,5991,Jan,15,913
504,Sunday,QUEEN'S PARK,PUSAC,4,8,N,YU,5856,Jan,15,931
505,Sunday,ST. CLAIR WEST,MUPAA,0,0,N,YU,5766,Jan,15,932
506,Sunday,COXWELL,MUPAA,0,0,W,BD,5341,Jan,15,939
507,Sunday,EGLINTON WEST,SUO,0,0,N,YU,0,Jan,15,948
508,Sunday,UNION,SUDP,9,13,S,YU,5996,Jan,15,1016
509,Sunday,CHRISTIE,SUDP,4,9,W,BD,5052,Jan,15,1016
510,Sunday,CHRISTIE,SUO,0,0,W,BD,5089,Jan,15,1020
511,Sunday,HIGH PARK,MUIS,0,0,W,BD,0,Jan,15,1034
512,Sunday,WELLESLEY,MUPAA,5,9,S,YU,5766,Jan,15,1069
513,Sunday,BLOOR-YONGE,SUDP,0,0,W,BD,5152,Jan,15,1081
514,Sunday,VICTORIA PARK,MUPAA,0,0,E,BD,5129,Jan,15,1094
515,Sunday,COXWELL,MUIS,0,0,E,BD,5192,Jan,15,1144
516,Sunday,KEELE,SUO,0,0,E,BD,0,Jan,15,1177
517,Sunday,DUNDAS,SUDP,0,0,S,YU,5756,Jan,15,1239
518,Sunday,UNION,SUDP,0,0,S,YU,5736,Jan,15,1254
519,Sunday,OLD MILL,SUAP,14,20,E,BD,5282,Jan,15,1297
520,Sunday,WOODBINE,SUUT,11,17,W,BD,5089,Jan,15,77
521,Sunday,GLENCAIRN,MUIR,16,20,N,SHP,5996,Jan,15,1048
522,Monday,VAUGHAN,SUDP,0,0,N,YU,5761,Jan,16,153
523,Monday,EGLINTON,SUO,0,0,N,YU,5971,Jan,16,360
524,Monday,BATHURST,MUSC,0,0,E,BD,5313,Jan,16,387
525,Monday,YORKDALE,PUOPO,4,7,S,YU,5651,Jan,16,416
526,Monday,BROADVIEW,MUSC,0,0,E,BD,5151,Jan,16,418
527,Monday,LAWRENCE WEST,PUOPO,3,6,S,YU,5651,Jan,16,423
528,Monday,BLOOR-YONGE,SUO,0,0,W,BD,5158,Jan,16,499
529,Monday,LAWRENCE WEST,MUPAA,4,6,S,YU,6056,Jan,16,511
530,Monday,BROADVIEW,MUSC,0,0,W,BD,5360,Jan,16,520
531,Monday,BLOOR-YONGE,SUO,0,0,S,YU,5416,Jan,16,520
532,Monday,BROADVIEW,MUSC,0,0,E,BD,5012,Jan,16,525
533,Monday,FINCH WEST,MUPAA,0,0,N,YU,5781,Jan,16,551
534,Monday,CHESTER,MUSC,0,0,E,BD,5357,Jan,16,583
535,Monday,SHEPPARD WEST,SUDP,3,6,S,YU,5476,Jan,16,603
536,Monday,OLD MILL,MUSAN,3,6,E,BD,5077,Jan,16,675
537,Monday,MAIN STREET,MUI,41,43,E,BD,5131,Jan,16,714
538,Monday,ROSEDALE,PUOPO,8,11,S,YU,5616,Jan,16,714
539,Monday,MUSEUM,PUOPO,5,8,N,YU,5471,Jan,16,717
540,Monday,YORK MILLS,PUOPO,0,0,S,YU,6136,Jan,16,728
541,Monday,CHESTER,MUSC,0,0,E,BD,5029,Jan,16,764
542,Monday,MUSEUM,PUEO,3,6,N,YU,5921,Jan,16,777
543,Monday,HIGHWAY 407,MUATC,3,6,N,YU,6006,Jan,16,780
544,Monday,ROSEDALE,PUEO,3,6,N,YU,5416,Jan,16,782
545,Monday,MUSEUM,MUIR,18,21,S,YU,5476,Jan,16,788
546,Monday,ST. CLAIR WEST,MUTO,0,0,S,YU,5641,Jan,16,836
547,Monday,SPADINA,EUDO,6,9,S,YU,5731,Jan,16,846
548,Monday,KENNEDY,MUDD,3,6,W,BD,5312,Jan,16,933
549,Monday,DONLANDS,SUAP,0,0,E,BD,5068,Jan,16,985
550,Monday,ISLINGTON,TUMVS,0,0,W,BD,5079,Jan,16,986
551,Monday,BLOOR-YONGE,SUDP,0,0,N,YU,5981,Jan,16,1008
552,Monday,BLOOR-YONGE,SUO,0,0,E,BD,5183,Jan,16,1011
553,Monday,SPADINA,SUO,10,13,N,YU,5411,Jan,16,1013
554,Monday,SPADINA,SUO,10,13,W,BD,5146,Jan,16,1013
555,Monday,COXWELL,MUI,7,10,E,BD,5178,Jan,16,1104
556,Monday,ST. CLAIR,MUIR,7,10,N,YU,5901,Jan,16,1136
557,Monday,BLOOR-YONGE,SUUT,0,0,N,YU,5881,Jan,16,1178
558,Monday,EGLINTON WEST,PUOPO,5,8,S,YU,5891,Jan,16,1189
559,Monday,DUFFERIN,SUO,0,0,W,BD,5198,Jan,16,1235
560,Monday,ISLINGTON,SUUT,0,0,W,BD,5089,Jan,16,1341
561,Monday,YORK MILLS,SUDP,0,0,N,YU,5791,Jan,16,2
562,Monday,BLOOR-YONGE,MUDD,0,0,E,BD,5112,Jan,16,7
563,Monday,COXWELL,MUDD,12,18,E,BD,5012,Jan,16,104
564,Monday,DON MILLS,MUSC,0,0,W,SHP,6156,Jan,16,338
565,Monday,BESSARION,TUMVS,5,10,E,SHP,6151,Jan,16,879
566,Tuesday,VAUGHAN,SUO,0,0,S,YU,5906,Jan,17,145
567,Tuesday,ELLESMERE,SRO,0,0,N,SRT,0,Jan,17,1191
568,Tuesday,ROYAL YORK,EUSC,0,0,W,BD,5031,Jan,17,381
569,Tuesday,VAUGHAN,MUO,3,5,S,YU,6091,Jan,17,471
570,Tuesday,EGLINTON WEST,SUDP,9,12,N,YU,5646,Jan,17,595
571,Tuesday,BLOOR-YONGE,MUPAA,0,0,E,BD,5341,Jan,17,665
572,Tuesday,NORTH YORK CENTRE,SUDP,0,0,N,YU,5961,Jan,17,776
573,Tuesday,VAUGHAN,SUO,3,6,S,YU,5436,Jan,17,830
574,Tuesday,QUEEN'S PARK,TUO,15,18,S,YU,5926,Jan,17,850
575,Tuesday,HIGHWAY 407,TUO,7,10,N,YU,5476,Jan,17,882
576,Tuesday,BAY,SUO,0,0,W,BD,5074,Jan,17,919
577,Tuesday,DUFFERIN,TUSC,0,0,E,BD,5272,Jan,17,924
578,Tuesday,PAPE,SUAE,0,0,W,BD,5315,Jan,17,925
579,Tuesday,WILSON,MUATC,4,6,S,YU,5596,Jan,17,949
580,Tuesday,WILSON,TUNIP,3,6,S,YU,6036,Jan,17,1005
581,Tuesday,ST. GEORGE,MUIS,6,9,N,YU,5996,Jan,17,1032
582,Tuesday,WARDEN,PUSTC,0,0,E,BD,5272,Jan,17,1061
583,Tuesday,BROADVIEW,SUAP,0,0,E,BD,5003,Jan,17,1063
584,Tuesday,KIPLING,MUIR,0,0,W,BD,5147,Jan,17,1065
585,Tuesday,DUNDAS,MUATC,7,9,N,YU,5956,Jan,17,1069
586,Tuesday,BATHURST,EUPI,9,12,E,BD,5206,Jan,17,1086
587,Tuesday,EGLINTON,SUO,0,0,N,YU,6071,Jan,17,1097
588,Tuesday,LAWRENCE WEST,SUAP,0,0,N,YU,0,Jan,17,1120
589,Tuesday,SHERBOURNE,SUO,0,0,E,BD,5324,Jan,17,1126
590,Tuesday,EGLINTON,MUATC,0,0,S,YU,5781,Jan,17,1129
591,Tuesday,JANE,SUDP,0,0,E,BD,5232,Jan,17,1132
592,Tuesday,WILSON,MUATC,9,12,S,YU,5945,Jan,17,1134
593,Tuesday,QUEEN'S PARK,SUDP,7,10,N,YU,6016,Jan,17,1150
594,Tuesday,ST. ANDREW,MUPAA,0,0,N,YU,5546,Jan,17,1228
595,Tuesday,DUNDAS,SUDP,19,22,N,YU,5911,Jan,17,1231
596,Tuesday,BLOOR-YONGE,SUO,0,0,S,YU,6056,Jan,17,1266
597,Tuesday,SPADINA,SUUT,6,10,E,BD,5052,Jan,17,1363
598,Tuesday,KIPLING,MUSAN,4,8,E,BD,5300,Jan,17,1397
599,Tuesday,LAWRENCE,MUPLB,30,35,S,YU,5976,Jan,17,1408
600,Tuesday,WELLESLEY,SUDP,9,14,S,YU,5666,Jan,17,1424
601,Wednesday,DAVISVILLE,MUSAN,3,6,S,YU,5696,Jan,18,405
602,Wednesday,WOODBINE,MUI,3,6,W,BD,5223,Jan,18,440
603,Wednesday,ST. GEORGE,MUI,0,0,N,YU,5613,Jan,18,450
604,Wednesday,DUNDAS,MUIR,0,0,S,YU,5451,Jan,18,507
605,Wednesday,BLOOR-YONGE,SUO,0,0,E,BD,0,Jan,18,516
606,Wednesday,WARDEN,PUSTC,0,0,E,BD,5174,Jan,18,553
607,Wednesday,WARDEN,PUTTC,0,0,E,BD,5139,Jan,18,557
608,Wednesday,BLOOR-YONGE,MUIS,0,0,W,BD,5079,Jan,18,577
609,Wednesday,ST. CLAIR,MUIRS,0,0,N,YU,0,Jan,18,713
610,Wednesday,ROSEDALE,PUOPO,5,8,S,YU,5521,Jan,18,736
611,Wednesday,DUPONT,EUVA,3,6,S,YU,5986,Jan,18,741
612,Wednesday,WELLESLEY,MUPR1,3,6,S,YU,6091,Jan,18,758
613,Wednesday,LAWRENCE,MUATC,10,13,S,YU,5561,Jan,18,765
614,Wednesday,SHEPPARD WEST,MUATC,3,6,N,YU,5676,Jan,18,822
615,Wednesday,COLLEGE,PUOPO,3,6,S,YU,5991,Jan,18,886
616,Wednesday,YORK UNIVERSITY,MUPAA,0,0,N,YU,5871,Jan,18,890
617,Wednesday,OLD MILL,SUUT,15,18,W,BD,5191,Jan,18,946
618,Wednesday,EGLINTON,SUO,0,0,N,YU,5846,Jan,18,1079
619,Wednesday,YORKDALE,SUDP,0,0,S,YU,5911,Jan,18,1091
620,Wednesday,ST. GEORGE,SUDP,4,6,N,YU,5886,Jan,18,1144
621,Wednesday,CHESTER,SUDP,5,9,E,BD,5038,Jan,18,1157
622,Wednesday,CHRISTIE,SUAP,4,8,W,BD,5077,Jan,18,1196
623,Wednesday,KENNEDY,MUTO,4,8,W,BD,5058,Jan,18,1201
624,Wednesday,COXWELL,SUDP,0,0,W,BD,5284,Jan,18,1382
625,Wednesday,EGLINTON,SUDP,16,21,N,YU,5686,Jan,18,13
626,Wednesday,VICTORIA PARK,SUO,4,8,W,BD,5122,Jan,18,16
627,Wednesday,FINCH,MUIR,5,10,S,YU,5571,Jan,18,54
628,Wednesday,DUNDAS,SUUT,5,10,N,YU,5901,Jan,18,56
629,Wednesday,CHRISTIE,TUMVS,0,0,E,BD,5131,Jan,18,81
630,Wednesday,DON MILLS,MUIR,0,0,W,SHP,6171,Jan,18,388
631,Wednesday,LESLIE,TUMVS,8,13,W,SHP,6156,Jan,18,449
632,Thursday,SPADINA,SUUT,0,0,W,BD,0,Jan,19,276
633,Thursday,YORK MILLS,MUATC,3,0,N,YU,5436,Jan,19,330
634,Thursday,KENNEDY,MRTO,12,19,N,SRT,3003,Jan,19,794
635,Thursday,GREENWOOD,EUDO,3,6,E,BD,5371,Jan,19,367
636,Thursday,KENNEDY,MRPAA,0,0,S,SRT,3019,Jan,19,904
637,Thursday,ELLESMERE,MRPAA,0,0,E,SRT,3017,Jan,19,1166
638,Thursday,JANE,MUPAA,0,0,W,BD,5070,Jan,19,495
639,Thursday,NORTH YORK CENTRE,PUOPO,5,8,S,YU,5431,Jan,19,514
640,Thursday,SHEPPARD-YONGE,PUOPO,4,7,S,YU,5431,Jan,19,523
641,Thursday,QUEEN,EULT,3,6,S,YU,6136,Jan,19,535
642,Thursday,SHEPPARD WEST,MUD,4,7,N,YU,5476,Jan,19,613
643,Thursday,ST. GEORGE,MUD,3,6,W,BD,5166,Jan,19,669
644,Thursday,BLOOR-YONGE,SUAP,0,0,N,YU,5701,Jan,19,675
645,Thursday,DUNDAS WEST,PUSTS,0,0,W,BD,5315,Jan,19,724
646,Thursday,LAWRENCE,PUTO,18,21,N,YU,6111,Jan,19,784
647,Thursday,CHRISTIE,MUIRS,4,7,W,BD,5046,Jan,19,827
648,Thursday,MUSEUM,SUDP,9,12,N,YU,6041,Jan,19,951
649,Thursday,KING,MUPAA,0,0,S,YU,5836,Jan,19,982
650,Thursday,JANE,MUPAA,3,6,W,BD,5198,Jan,19,997
651,Thursday,YORK MILLS,EUECD,6,9,S,YU,5736,Jan,19,1052
652,Thursday,HIGH PARK,MUPAA,3,6,W,BD,5089,Jan,19,1089
653,Thursday,SPADINA,MUIRS,0,0,E,BD,0,Jan,19,1092
654,Thursday,COLLEGE,MUIS,0,0,N,YU,0,Jan,19,1124
655,Thursday,OSSINGTON,MUIR,22,26,E,BD,5177,Jan,19,1125
656,Thursday,KENNEDY,MUIR,4,8,E,BD,5046,Jan,19,1232
657,Thursday,SHERBOURNE,SUDP,4,8,E,BD,5058,Jan,19,1299
658,Thursday,ST. GEORGE,MUIS,0,0,E,BD,0,Jan,19,1302
659,Thursday,VICTORIA PARK,MUO,4,8,E,BD,5346,Jan,19,1334
660,Thursday,KIPLING,MUIR,0,0,E,BD,5251,Jan,19,1350
661,Thursday,ST. ANDREW,PUOPO,0,0,S,YU,6046,Jan,19,1364
662,Thursday,DUNDAS,SUDP,0,0,N,YU,0,Jan,19,1370
663,Thursday,HIGH PARK,SUUT,8,12,E,BD,5058,Jan,19,1386
664,Thursday,FINCH,TUNIP,4,9,S,YU,6006,Jan,19,1430
665,Thursday,GREENWOOD,PUSSW,4,8,W,BD,5172,Jan,19,59
666,Thursday,SHEPPARD WEST,MUIR,0,0,S,YU,6081,Jan,19,87
667,Thursday,SHEPPARD WEST,MUPAA,0,0,S,YU,5586,Jan,19,96
668,Thursday,SHEPPARD-YONGE,MUSC,0,0,E,SHP,6181,Jan,19,653
669,Friday,KIPLING,MUIS,0,0,E,BD,5024,Jan,20,121
670,Friday,VAUGHAN,PUOPO,0,0,S,YU,5991,Jan,20,392
671,Friday,HIGHWAY 407,PUOPO,5,10,S,YU,5991,Jan,20,395
672,Friday,BLOOR-YONGE,MUIRS,0,0,S,YU,0,Jan,20,396
673,Friday,WILSON,PUOPO,3,6,S,YU,6011,Jan,20,399
674,Friday,PIONEER VILLAGE,SUO,0,0,S,YU,5681,Jan,20,463
675,Friday,BLOOR-YONGE,SUO,5,8,N,YU,5721,Jan,20,553
676,Friday,BLOOR-YONGE,SUO,0,0,W,BD,5096,Jan,20,553
677,Friday,ROSEDALE,SUDP,0,0,S,YU,0,Jan,20,650
678,Friday,DUNDAS,MUIRS,0,0,S,YU,0,Jan,20,666
679,Friday,DUFFERIN,MUTO,3,6,W,BD,5004,Jan,20,697
680,Friday,ST. GEORGE,SUO,0,0,N,YU,0,Jan,20,712
681,Friday,BLOOR-YONGE,SUDP,9,12,E,BD,0,Jan,20,744
682,Friday,ROSEDALE,SUO,9,12,N,YU,5961,Jan,20,753
683,Friday,DUNDAS WEST,MUIRS,0,0,E,BD,5360,Jan,20,772
684,Friday,VICTORIA PARK,SUDP,3,6,E,BD,5157,Jan,20,792
